Site Name,WETLAND11,WETLAND11,WETLAND11
Isco Quantity,Flow Rate,Velocity,Level
Label,CalcFlow 1,Velocity,Level
Units,m3s,m/s,m
Resolution, 0.1 , 0.1 , 0.1 
Significant Digits,0,0,0

4/1/2020 2:40:00 PM,-2.046,-1.636,0.438
4/1/2020 2:45:00 PM,-2.768,-2.047,0.459
4/1/2020 2:50:00 PM,-0.002,-0.003,0.304
4/1/2020 2:55:00 PM,0.048,0.034,0.469
4/1/2020 3:00:00 PM,-0.288,-0.203,0.472
4/1/2020 3:05:00 PM,0.067,0.047,0.472
4/1/2020 3:10:00 PM,0.068,0.048,0.472
4/1/2020 3:15:00 PM,-0.143,-0.101,0.473
4/1/2020 3:20:00 PM,0.744,0.524,0.473
4/1/2020 3:25:00 PM,-2.337,-1.654,0.472
4/1/2020 3:30:00 PM,0.070,0.050,0.472
4/1/2020 3:35:00 PM,0.072,0.051,0.472
4/1/2020 3:40:00 PM,0.078,0.055,0.472
4/1/2020 3:45:00 PM,0.067,0.047,0.472
4/1/2020 3:50:00 PM,-0.707,-0.498,0.472
4/1/2020 3:55:00 PM,0.061,0.043,0.472
4/1/2020 4:00:00 PM,0.064,0.045,0.472
4/1/2020 4:05:00 PM,0.065,0.046,0.473
4/1/2020 4:10:00 PM,-1.307,-0.920,0.473
4/1/2020 4:15:00 PM,-2.863,-2.016,0.473
4/1/2020 4:20:00 PM,-2.351,-1.658,0.472
4/1/2020 4:25:00 PM,0.062,0.044,0.473
4/1/2020 4:30:00 PM,0.073,0.051,0.472
4/1/2020 4:35:00 PM,0.066,0.047,0.472
4/1/2020 4:40:00 PM,0.073,0.051,0.472
4/1/2020 4:45:00 PM,0.060,0.042,0.472
4/1/2020 4:50:00 PM,0.073,0.051,0.472
4/1/2020 4:55:00 PM,0.067,0.047,0.472
4/1/2020 5:00:00 PM,0.082,0.058,0.472
4/1/2020 5:05:00 PM,0.071,0.050,0.472
4/1/2020 5:10:00 PM,0.079,0.056,0.471
4/1/2020 5:15:00 PM,0.085,0.060,0.471
4/1/2020 5:20:00 PM,0.070,0.050,0.471
4/1/2020 5:25:00 PM,0.073,0.052,0.471
4/1/2020 5:30:00 PM,0.078,0.055,0.471
4/1/2020 5:35:00 PM,0.073,0.052,0.471
4/1/2020 5:40:00 PM,0.070,0.050,0.471
4/1/2020 5:45:00 PM,0.069,0.049,0.471
4/1/2020 5:50:00 PM,0.071,0.050,0.471
4/1/2020 5:55:00 PM,0.078,0.055,0.471
4/1/2020 6:00:00 PM,0.074,0.053,0.471
4/1/2020 6:05:00 PM,0.074,0.053,0.471
4/1/2020 6:10:00 PM,0.087,0.062,0.471
4/1/2020 6:15:00 PM,0.078,0.055,0.472
4/1/2020 6:20:00 PM,0.084,0.059,0.471
4/1/2020 6:25:00 PM,0.073,0.052,0.472
4/1/2020 6:30:00 PM,0.084,0.059,0.472
4/1/2020 6:35:00 PM,0.077,0.054,0.471
4/1/2020 6:40:00 PM,0.077,0.054,0.471
4/1/2020 6:45:00 PM,0.072,0.051,0.471
4/1/2020 6:50:00 PM,0.076,0.053,0.472
4/1/2020 6:55:00 PM,0.080,0.056,0.472
4/1/2020 7:00:00 PM,0.079,0.056,0.471
4/1/2020 7:05:00 PM,0.076,0.054,0.471
4/1/2020 7:10:00 PM,0.082,0.058,0.471
4/1/2020 7:15:00 PM,0.083,0.059,0.471
4/1/2020 7:20:00 PM,0.079,0.056,0.471
4/1/2020 7:25:00 PM,0.069,0.049,0.471
4/1/2020 7:30:00 PM,0.082,0.058,0.472
4/1/2020 7:35:00 PM,0.080,0.057,0.470
4/1/2020 7:40:00 PM,0.086,0.061,0.471
4/1/2020 7:45:00 PM,0.079,0.056,0.470
4/1/2020 7:50:00 PM,0.080,0.057,0.471
4/1/2020 7:55:00 PM,0.077,0.055,0.470
4/1/2020 8:00:00 PM,0.086,0.061,0.471
4/1/2020 8:05:00 PM,0.081,0.058,0.470
4/1/2020 8:10:00 PM,-0.932,-0.661,0.471
4/1/2020 8:15:00 PM,0.081,0.057,0.471
4/1/2020 8:20:00 PM,0.076,0.054,0.471
4/1/2020 8:25:00 PM,0.083,0.059,0.471
4/1/2020 8:30:00 PM,0.086,0.061,0.471
4/1/2020 8:35:00 PM,0.079,0.056,0.471
4/1/2020 8:40:00 PM,0.083,0.059,0.471
4/1/2020 8:45:00 PM,0.079,0.056,0.471
4/1/2020 8:50:00 PM,0.082,0.058,0.471
4/1/2020 8:55:00 PM,0.077,0.055,0.471
4/1/2020 9:00:00 PM,0.080,0.056,0.471
4/1/2020 9:05:00 PM,0.086,0.061,0.471
4/1/2020 9:10:00 PM,0.083,0.059,0.470
4/1/2020 9:15:00 PM,0.092,0.066,0.471
4/1/2020 9:20:00 PM,0.079,0.056,0.471
4/1/2020 9:25:00 PM,0.089,0.063,0.471
4/1/2020 9:30:00 PM,0.086,0.061,0.471
4/1/2020 9:35:00 PM,0.097,0.069,0.471
4/1/2020 9:40:00 PM,0.082,0.058,0.471
4/1/2020 9:45:00 PM,0.080,0.056,0.471
4/1/2020 9:50:00 PM,0.074,0.053,0.471
4/1/2020 9:55:00 PM,-1.864,-1.324,0.470
4/1/2020 10:00:00 PM,0.090,0.064,0.470
4/1/2020 10:05:00 PM,-2.276,-1.618,0.470
4/1/2020 10:10:00 PM,0.087,0.062,0.471
4/1/2020 10:15:00 PM,0.083,0.059,0.471
4/1/2020 10:20:00 PM,-1.667,-1.181,0.471
4/1/2020 10:25:00 PM,0.089,0.063,0.471
4/1/2020 10:30:00 PM,-1.156,-0.823,0.470
4/1/2020 10:35:00 PM,0.096,0.068,0.470
4/1/2020 10:40:00 PM,0.084,0.059,0.470
4/1/2020 10:45:00 PM,0.079,0.056,0.471
4/1/2020 10:50:00 PM,0.085,0.060,0.471
4/1/2020 10:55:00 PM,0.086,0.061,0.470
4/1/2020 11:00:00 PM,0.086,0.061,0.470
4/1/2020 11:05:00 PM,0.087,0.062,0.470
4/1/2020 11:10:00 PM,0.079,0.056,0.471
4/1/2020 11:15:00 PM,0.081,0.058,0.470
4/1/2020 11:20:00 PM,0.078,0.056,0.470
4/1/2020 11:25:00 PM,0.082,0.058,0.470
4/1/2020 11:30:00 PM,0.083,0.059,0.470
4/1/2020 11:35:00 PM,0.081,0.058,0.470
4/1/2020 11:40:00 PM,0.094,0.067,0.470
4/1/2020 11:45:00 PM,-1.206,-0.858,0.470
4/1/2020 11:50:00 PM,0.083,0.059,0.470
4/1/2020 11:55:00 PM,0.074,0.053,0.469
4/2/2020 12:00:00 AM,0.080,0.057,0.470
4/2/2020 12:05:00 AM,-0.708,-0.504,0.470
4/2/2020 12:10:00 AM,-0.904,-0.644,0.470
4/2/2020 12:15:00 AM,-0.865,-0.617,0.469
4/2/2020 12:20:00 AM,0.090,0.064,0.469
4/2/2020 12:25:00 AM,0.083,0.059,0.469
4/2/2020 12:30:00 AM,0.081,0.058,0.469
4/2/2020 12:35:00 AM,0.077,0.055,0.469
4/2/2020 12:40:00 AM,-0.949,-0.677,0.469
4/2/2020 12:45:00 AM,0.079,0.056,0.468
4/2/2020 12:50:00 AM,0.078,0.056,0.468
4/2/2020 12:55:00 AM,0.083,0.059,0.469
4/2/2020 1:00:00 AM,0.085,0.061,0.468
4/2/2020 1:05:00 AM,0.088,0.063,0.468
4/2/2020 1:10:00 AM,0.087,0.062,0.468
4/2/2020 1:15:00 AM,0.089,0.064,0.468
4/2/2020 1:20:00 AM,0.090,0.065,0.467
4/2/2020 1:25:00 AM,-0.447,-0.321,0.467
4/2/2020 1:30:00 AM,0.089,0.064,0.467
4/2/2020 1:35:00 AM,0.103,0.074,0.467
4/2/2020 1:40:00 AM,0.093,0.067,0.467
4/2/2020 1:45:00 AM,0.090,0.065,0.467
4/2/2020 1:50:00 AM,0.088,0.063,0.466
4/2/2020 1:55:00 AM,0.088,0.063,0.466
4/2/2020 2:00:00 AM,0.088,0.063,0.466
4/2/2020 2:05:00 AM,0.096,0.069,0.466
4/2/2020 2:10:00 AM,0.088,0.063,0.466
4/2/2020 2:15:00 AM,0.095,0.069,0.465
4/2/2020 2:20:00 AM,0.094,0.068,0.465
4/2/2020 2:25:00 AM,0.090,0.066,0.465
4/2/2020 2:30:00 AM,0.092,0.067,0.465
4/2/2020 2:35:00 AM,0.097,0.070,0.465
4/2/2020 2:40:00 AM,0.094,0.068,0.464
4/2/2020 2:45:00 AM,-0.826,-0.600,0.464
4/2/2020 2:50:00 AM,0.085,0.062,0.464
4/2/2020 2:55:00 AM,0.090,0.066,0.464
4/2/2020 3:00:00 AM,0.100,0.073,0.464
4/2/2020 3:05:00 AM,0.098,0.071,0.464
4/2/2020 3:10:00 AM,-0.745,-0.543,0.463
4/2/2020 3:15:00 AM,0.097,0.071,0.462
4/2/2020 3:20:00 AM,0.091,0.066,0.462
4/2/2020 3:25:00 AM,0.091,0.066,0.462
4/2/2020 3:30:00 AM,0.087,0.063,0.462
4/2/2020 3:35:00 AM,0.094,0.069,0.462
4/2/2020 3:40:00 AM,0.085,0.062,0.462
4/2/2020 3:45:00 AM,0.094,0.069,0.462
4/2/2020 3:50:00 AM,0.106,0.078,0.461
4/2/2020 3:55:00 AM,0.090,0.066,0.461
4/2/2020 4:00:00 AM,0.088,0.065,0.461
4/2/2020 4:05:00 AM,0.085,0.062,0.460
4/2/2020 4:10:00 AM,0.096,0.071,0.460
4/2/2020 4:15:00 AM,0.091,0.067,0.459
4/2/2020 4:20:00 AM,0.087,0.064,0.460
4/2/2020 4:25:00 AM,0.098,0.073,0.460
4/2/2020 4:30:00 AM,0.085,0.062,0.460
4/2/2020 4:35:00 AM,0.099,0.073,0.460
4/2/2020 4:40:00 AM,0.091,0.067,0.460
4/2/2020 4:45:00 AM,0.094,0.069,0.459
4/2/2020 4:50:00 AM,0.092,0.068,0.458
4/2/2020 4:55:00 AM,-1.177,-0.872,0.458
4/2/2020 5:00:00 AM,0.088,0.065,0.458
4/2/2020 5:05:00 AM,0.092,0.068,0.458
4/2/2020 5:10:00 AM,0.086,0.064,0.458
4/2/2020 5:15:00 AM,0.091,0.068,0.456
4/2/2020 5:20:00 AM,-0.957,-0.715,0.456
4/2/2020 5:25:00 AM,-0.949,-0.709,0.456
4/2/2020 5:30:00 AM,0.091,0.068,0.457
4/2/2020 5:35:00 AM,0.081,0.060,0.457
4/2/2020 5:40:00 AM,0.089,0.066,0.457
4/2/2020 5:45:00 AM,0.082,0.061,0.458
4/2/2020 5:50:00 AM,0.092,0.069,0.458
4/2/2020 5:55:00 AM,0.083,0.062,0.458
4/2/2020 6:00:00 AM,0.093,0.069,0.457
4/2/2020 6:05:00 AM,0.078,0.058,0.457
4/2/2020 6:10:00 AM,0.083,0.062,0.457
4/2/2020 6:15:00 AM,-0.186,-0.139,0.455
4/2/2020 6:20:00 AM,-0.846,-0.635,0.455
4/2/2020 6:25:00 AM,-0.411,-0.308,0.456
4/2/2020 6:30:00 AM,0.081,0.061,0.456
4/2/2020 6:35:00 AM,0.081,0.060,0.457
4/2/2020 6:40:00 AM,0.085,0.063,0.457
4/2/2020 6:45:00 AM,0.091,0.068,0.456
4/2/2020 6:50:00 AM,0.092,0.069,0.457
4/2/2020 6:55:00 AM,-1.284,-0.959,0.456
4/2/2020 7:00:00 AM,0.081,0.061,0.456
4/2/2020 7:05:00 AM,0.069,0.052,0.455
4/2/2020 7:10:00 AM,0.081,0.061,0.455
4/2/2020 7:15:00 AM,-0.402,-0.302,0.455
4/2/2020 7:20:00 AM,-0.574,-0.433,0.454
4/2/2020 7:25:00 AM,0.085,0.064,0.455
4/2/2020 7:30:00 AM,0.077,0.058,0.454
4/2/2020 7:35:00 AM,0.076,0.057,0.455
4/2/2020 7:40:00 AM,0.074,0.056,0.454
4/2/2020 7:45:00 AM,0.070,0.053,0.454
4/2/2020 7:50:00 AM,-0.455,-0.341,0.455
4/2/2020 7:55:00 AM,0.075,0.057,0.453
4/2/2020 8:00:00 AM,0.076,0.057,0.455
4/2/2020 8:05:00 AM,-0.271,-0.203,0.455
4/2/2020 8:10:00 AM,0.080,0.060,0.455
4/2/2020 8:15:00 AM,0.087,0.066,0.455
4/2/2020 8:20:00 AM,0.080,0.060,0.455
4/2/2020 8:25:00 AM,0.085,0.064,0.455
4/2/2020 8:30:00 AM,0.085,0.064,0.455
4/2/2020 8:35:00 AM,-0.587,-0.443,0.454
4/2/2020 8:40:00 AM,0.073,0.055,0.455
4/2/2020 8:45:00 AM,-0.978,-0.737,0.454
4/2/2020 8:50:00 AM,-0.554,-0.416,0.455
4/2/2020 8:55:00 AM,0.086,0.065,0.455
4/2/2020 9:00:00 AM,0.076,0.057,0.455
4/2/2020 9:05:00 AM,0.073,0.055,0.455
4/2/2020 9:10:00 AM,0.085,0.064,0.455
4/2/2020 9:15:00 AM,0.082,0.062,0.455
4/2/2020 9:20:00 AM,0.076,0.057,0.455
4/2/2020 9:25:00 AM,0.076,0.057,0.455
4/2/2020 9:30:00 AM,0.084,0.063,0.455
4/2/2020 9:35:00 AM,0.083,0.062,0.455
4/2/2020 9:40:00 AM,0.087,0.065,0.456
4/2/2020 9:45:00 AM,0.079,0.059,0.456
4/2/2020 9:50:00 AM,0.077,0.058,0.456
4/2/2020 9:55:00 AM,0.085,0.063,0.456
4/2/2020 10:00:00 AM,0.073,0.055,0.456
4/2/2020 10:05:00 AM,0.075,0.056,0.456
4/2/2020 10:10:00 AM,0.075,0.056,0.456
4/2/2020 10:15:00 AM,0.078,0.059,0.455
4/2/2020 10:20:00 AM,0.077,0.058,0.456
4/2/2020 10:25:00 AM,0.067,0.050,0.455
4/2/2020 10:30:00 AM,0.102,0.076,0.455
4/2/2020 10:35:00 AM,0.075,0.056,0.456
4/2/2020 10:40:00 AM,0.084,0.063,0.455
4/2/2020 10:45:00 AM,0.073,0.055,0.456
4/2/2020 10:50:00 AM,0.075,0.056,0.456
4/2/2020 10:55:00 AM,0.077,0.058,0.456
4/2/2020 11:00:00 AM,0.067,0.050,0.456
4/2/2020 11:05:00 AM,0.057,0.043,0.455
4/2/2020 11:10:00 AM,0.052,0.039,0.455
4/2/2020 11:15:00 AM,0.049,0.037,0.455
4/2/2020 11:20:00 AM,0.050,0.037,0.455
4/2/2020 11:25:00 AM,0.063,0.048,0.454
4/2/2020 11:30:00 AM,0.059,0.044,0.454
4/2/2020 11:35:00 AM,0.072,0.054,0.454
4/2/2020 11:40:00 AM,0.058,0.044,0.454
4/2/2020 11:45:00 AM,0.057,0.043,0.454
4/2/2020 11:50:00 AM,0.055,0.042,0.453
4/2/2020 11:55:00 AM,0.054,0.041,0.453
4/2/2020 12:00:00 PM,0.040,0.030,0.453
4/2/2020 12:05:00 PM,0.067,0.051,0.453
4/2/2020 12:10:00 PM,0.058,0.044,0.453
4/2/2020 12:15:00 PM,0.075,0.057,0.453
4/2/2020 12:20:00 PM,0.072,0.054,0.453
4/2/2020 12:25:00 PM,0.000,0.000,0.453
4/2/2020 12:30:00 PM,0.062,0.047,0.453
4/2/2020 12:35:00 PM,0.052,0.040,0.453
4/2/2020 12:40:00 PM,0.071,0.053,0.453
4/2/2020 12:45:00 PM,0.063,0.047,0.454
4/2/2020 12:50:00 PM,0.059,0.044,0.454
4/2/2020 12:55:00 PM,0.066,0.050,0.453
4/2/2020 1:00:00 PM,0.060,0.046,0.453
4/2/2020 1:05:00 PM,0.062,0.047,0.453
4/2/2020 1:10:00 PM,0.070,0.053,0.453
4/2/2020 1:15:00 PM,0.060,0.046,0.453
4/2/2020 1:20:00 PM,0.058,0.044,0.453
4/2/2020 1:25:00 PM,0.054,0.041,0.453
4/2/2020 1:30:00 PM,0.060,0.046,0.452
4/2/2020 1:35:00 PM,0.066,0.050,0.453
4/2/2020 1:40:00 PM,0.062,0.047,0.453
4/2/2020 1:45:00 PM,0.054,0.041,0.453
4/2/2020 1:50:00 PM,0.066,0.050,0.453
4/2/2020 1:55:00 PM,0.085,0.064,0.453
4/2/2020 2:00:00 PM,0.062,0.047,0.453
4/2/2020 2:05:00 PM,0.064,0.049,0.453
4/2/2020 2:10:00 PM,0.066,0.050,0.454
4/2/2020 2:15:00 PM,0.056,0.042,0.454
4/2/2020 2:20:00 PM,0.066,0.050,0.454
4/2/2020 2:25:00 PM,0.052,0.040,0.453
4/2/2020 2:30:00 PM,0.058,0.044,0.453
4/2/2020 2:35:00 PM,0.000,0.000,0.452
4/2/2020 2:40:00 PM,0.054,0.041,0.453
4/2/2020 2:45:00 PM,0.066,0.050,0.453
4/2/2020 2:50:00 PM,0.003,0.002,0.453
4/2/2020 2:55:00 PM,0.068,0.052,0.453
4/2/2020 3:00:00 PM,0.047,0.036,0.453
4/2/2020 3:05:00 PM,0.044,0.034,0.452
4/2/2020 3:10:00 PM,0.067,0.051,0.452
4/2/2020 3:15:00 PM,0.059,0.045,0.452
4/2/2020 3:20:00 PM,0.048,0.037,0.451
4/2/2020 3:25:00 PM,0.061,0.047,0.451
4/2/2020 3:30:00 PM,0.052,0.040,0.451
4/2/2020 3:35:00 PM,0.054,0.041,0.450
4/2/2020 3:40:00 PM,0.053,0.041,0.451
4/2/2020 3:45:00 PM,0.048,0.037,0.451
4/2/2020 3:50:00 PM,0.052,0.040,0.450
4/2/2020 3:55:00 PM,0.060,0.046,0.450
4/2/2020 4:00:00 PM,0.064,0.049,0.451
4/2/2020 4:05:00 PM,0.060,0.046,0.451
4/2/2020 4:10:00 PM,0.051,0.039,0.450
4/2/2020 4:15:00 PM,0.052,0.040,0.451
4/2/2020 4:20:00 PM,0.059,0.045,0.450
4/2/2020 4:25:00 PM,-0.859,-0.657,0.450
4/2/2020 4:30:00 PM,0.052,0.040,0.450
4/2/2020 4:35:00 PM,0.056,0.043,0.450
4/2/2020 4:40:00 PM,0.052,0.040,0.449
4/2/2020 4:45:00 PM,-2.004,-1.539,0.449
4/2/2020 4:50:00 PM,-0.901,-0.691,0.449
4/2/2020 4:55:00 PM,0.056,0.043,0.449
4/2/2020 5:00:00 PM,-1.046,-0.804,0.449
4/2/2020 5:05:00 PM,0.052,0.040,0.449
4/2/2020 5:10:00 PM,0.060,0.046,0.449
4/2/2020 5:15:00 PM,0.047,0.036,0.449
4/2/2020 5:20:00 PM,0.054,0.042,0.449
4/2/2020 5:25:00 PM,0.969,0.745,0.449
4/2/2020 5:30:00 PM,0.048,0.037,0.449
4/2/2020 5:35:00 PM,0.354,0.272,0.449
4/2/2020 5:40:00 PM,0.700,0.539,0.448
4/2/2020 5:45:00 PM,0.051,0.039,0.448
4/2/2020 5:50:00 PM,0.049,0.037,0.448
4/2/2020 5:55:00 PM,0.674,0.519,0.448
4/2/2020 6:00:00 PM,0.058,0.045,0.448
4/2/2020 6:05:00 PM,0.054,0.042,0.448
4/2/2020 6:10:00 PM,0.059,0.046,0.448
4/2/2020 6:15:00 PM,0.057,0.044,0.448
4/2/2020 6:20:00 PM,0.053,0.041,0.448
4/2/2020 6:25:00 PM,0.051,0.040,0.448
4/2/2020 6:30:00 PM,0.265,0.204,0.448
4/2/2020 6:35:00 PM,0.516,0.398,0.448
4/2/2020 6:40:00 PM,0.055,0.043,0.448
4/2/2020 6:45:00 PM,0.051,0.039,0.448
4/2/2020 6:50:00 PM,-0.872,-0.674,0.447
4/2/2020 6:55:00 PM,0.051,0.040,0.447
4/2/2020 7:00:00 PM,0.050,0.039,0.447
4/2/2020 7:05:00 PM,0.050,0.039,0.445
4/2/2020 7:10:00 PM,0.068,0.053,0.447
4/2/2020 7:15:00 PM,1.292,0.995,0.448
4/2/2020 7:20:00 PM,0.060,0.047,0.448
4/2/2020 7:25:00 PM,0.071,0.055,0.447
4/2/2020 7:30:00 PM,0.071,0.055,0.449
4/2/2020 7:35:00 PM,0.080,0.062,0.448
4/2/2020 7:40:00 PM,-1.165,-0.898,0.448
4/2/2020 7:45:00 PM,-0.215,-0.166,0.448
4/2/2020 7:50:00 PM,0.851,0.655,0.448
4/2/2020 7:55:00 PM,0.059,0.046,0.447
4/2/2020 8:00:00 PM,-0.598,-0.461,0.448
4/2/2020 8:05:00 PM,0.066,0.052,0.444
4/2/2020 8:10:00 PM,0.061,0.047,0.446
4/2/2020 8:15:00 PM,0.060,0.047,0.444
4/2/2020 8:20:00 PM,0.067,0.053,0.444
4/2/2020 8:25:00 PM,0.072,0.056,0.447
4/2/2020 8:30:00 PM,0.067,0.052,0.446
4/2/2020 8:35:00 PM,0.061,0.048,0.444
4/2/2020 8:40:00 PM,0.052,0.041,0.444
4/2/2020 8:45:00 PM,0.072,0.056,0.445
4/2/2020 8:50:00 PM,0.064,0.050,0.444
4/2/2020 8:55:00 PM,0.433,0.336,0.446
4/2/2020 9:00:00 PM,0.055,0.044,0.442
4/2/2020 9:05:00 PM,0.054,0.043,0.443
4/2/2020 9:10:00 PM,0.060,0.047,0.443
4/2/2020 9:15:00 PM,0.057,0.045,0.441
4/2/2020 9:20:00 PM,0.067,0.053,0.443
4/2/2020 9:25:00 PM,0.061,0.048,0.442
4/2/2020 9:30:00 PM,0.055,0.043,0.444
4/2/2020 9:35:00 PM,0.051,0.041,0.440
4/2/2020 9:40:00 PM,0.054,0.043,0.441
4/2/2020 9:45:00 PM,0.046,0.036,0.442
4/2/2020 9:50:00 PM,0.056,0.044,0.440
4/2/2020 9:55:00 PM,0.050,0.040,0.442
4/2/2020 10:00:00 PM,0.052,0.041,0.439
4/2/2020 10:05:00 PM,0.052,0.041,0.440
4/2/2020 10:10:00 PM,0.055,0.044,0.441
4/2/2020 10:15:00 PM,0.057,0.046,0.438
4/2/2020 10:20:00 PM,0.038,0.030,0.440
4/2/2020 10:25:00 PM,0.048,0.039,0.438
4/2/2020 10:30:00 PM,0.050,0.040,0.441
4/2/2020 10:35:00 PM,0.049,0.039,0.440
4/2/2020 10:40:00 PM,0.133,0.105,0.440
4/2/2020 10:45:00 PM,0.055,0.044,0.440
4/2/2020 10:50:00 PM,0.055,0.044,0.438
4/2/2020 10:55:00 PM,0.044,0.036,0.437
4/2/2020 11:00:00 PM,0.051,0.041,0.440
4/2/2020 11:05:00 PM,0.057,0.046,0.439
4/2/2020 11:10:00 PM,0.077,0.062,0.438
4/2/2020 11:15:00 PM,0.068,0.054,0.441
4/2/2020 11:20:00 PM,0.068,0.054,0.439
4/2/2020 11:25:00 PM,0.065,0.052,0.438
4/2/2020 11:30:00 PM,0.066,0.053,0.440
4/2/2020 11:35:00 PM,0.050,0.040,0.440
4/2/2020 11:40:00 PM,0.411,0.326,0.440
4/2/2020 11:45:00 PM,0.080,0.064,0.439
4/2/2020 11:50:00 PM,0.068,0.054,0.440
4/2/2020 11:55:00 PM,0.067,0.053,0.441
4/3/2020 12:00:00 AM,0.060,0.047,0.441
4/3/2020 12:05:00 AM,0.055,0.044,0.439
4/3/2020 12:10:00 AM,0.072,0.057,0.440
4/3/2020 12:15:00 AM,0.065,0.052,0.440
4/3/2020 12:20:00 AM,0.055,0.044,0.439
4/3/2020 12:25:00 AM,0.060,0.048,0.440
4/3/2020 12:30:00 AM,0.072,0.058,0.438
4/3/2020 12:35:00 AM,0.058,0.046,0.440
4/3/2020 12:40:00 AM,0.065,0.052,0.437
4/3/2020 12:45:00 AM,-0.433,-0.344,0.440
4/3/2020 12:50:00 AM,0.072,0.057,0.440
4/3/2020 12:55:00 AM,0.055,0.044,0.438
4/3/2020 1:00:00 AM,0.054,0.044,0.437
4/3/2020 1:05:00 AM,0.000,0.000,0.437
4/3/2020 1:10:00 AM,0.045,0.037,0.436
4/3/2020 1:15:00 AM,0.057,0.046,0.438
4/3/2020 1:20:00 AM,0.054,0.044,0.437
4/3/2020 1:25:00 AM,0.053,0.042,0.437
4/3/2020 1:30:00 AM,0.057,0.046,0.435
4/3/2020 1:35:00 AM,0.014,0.012,0.435
4/3/2020 1:40:00 AM,0.042,0.034,0.438
4/3/2020 1:45:00 AM,0.053,0.043,0.435
4/3/2020 1:50:00 AM,0.053,0.043,0.435
4/3/2020 1:55:00 AM,0.059,0.047,0.436
4/3/2020 2:00:00 AM,0.016,0.013,0.435
4/3/2020 2:05:00 AM,0.050,0.041,0.435
4/3/2020 2:10:00 AM,0.061,0.049,0.437
4/3/2020 2:15:00 AM,0.068,0.055,0.437
4/3/2020 2:20:00 AM,0.054,0.044,0.434
4/3/2020 2:25:00 AM,0.056,0.046,0.434
4/3/2020 2:30:00 AM,0.053,0.043,0.436
4/3/2020 2:35:00 AM,0.058,0.047,0.437
4/3/2020 2:40:00 AM,0.063,0.051,0.436
4/3/2020 2:45:00 AM,0.052,0.042,0.435
4/3/2020 2:50:00 AM,0.051,0.041,0.435
4/3/2020 2:55:00 AM,0.053,0.043,0.434
4/3/2020 3:00:00 AM,0.057,0.046,0.437
4/3/2020 3:05:00 AM,0.051,0.041,0.434
4/3/2020 3:10:00 AM,0.061,0.050,0.435
4/3/2020 3:15:00 AM,0.067,0.054,0.435
4/3/2020 3:20:00 AM,0.058,0.047,0.435
4/3/2020 3:25:00 AM,0.077,0.062,0.436
4/3/2020 3:30:00 AM,0.053,0.043,0.434
4/3/2020 3:35:00 AM,0.059,0.048,0.434
4/3/2020 3:40:00 AM,0.054,0.044,0.435
4/3/2020 3:45:00 AM,0.046,0.037,0.433
4/3/2020 3:50:00 AM,0.045,0.037,0.436
4/3/2020 3:55:00 AM,0.047,0.038,0.435
4/3/2020 4:00:00 AM,-0.001,-0.001,0.433
4/3/2020 4:05:00 AM,0.057,0.046,0.436
4/3/2020 4:10:00 AM,0.053,0.043,0.435
4/3/2020 4:15:00 AM,0.055,0.044,0.435
4/3/2020 4:20:00 AM,0.048,0.039,0.435
4/3/2020 4:25:00 AM,0.055,0.045,0.434
4/3/2020 4:30:00 AM,0.067,0.055,0.432
4/3/2020 4:35:00 AM,-0.064,-0.052,0.435
4/3/2020 4:40:00 AM,-0.050,-0.041,0.432
4/3/2020 4:45:00 AM,0.061,0.050,0.434
4/3/2020 4:50:00 AM,0.067,0.054,0.433
4/3/2020 4:55:00 AM,0.067,0.054,0.435
4/3/2020 5:00:00 AM,0.066,0.054,0.432
4/3/2020 5:05:00 AM,0.072,0.058,0.435
4/3/2020 5:10:00 AM,0.015,0.012,0.432
4/3/2020 5:15:00 AM,0.053,0.044,0.431
4/3/2020 5:20:00 AM,0.060,0.049,0.434
4/3/2020 5:25:00 AM,0.024,0.020,0.434
4/3/2020 5:30:00 AM,0.044,0.036,0.432
4/3/2020 5:35:00 AM,0.050,0.041,0.433
4/3/2020 5:40:00 AM,0.056,0.046,0.433
4/3/2020 5:45:00 AM,0.063,0.052,0.432
4/3/2020 5:50:00 AM,0.058,0.047,0.431
4/3/2020 5:55:00 AM,0.052,0.043,0.432
4/3/2020 6:00:00 AM,0.060,0.050,0.431
4/3/2020 6:05:00 AM,0.059,0.048,0.431
4/3/2020 6:10:00 AM,0.052,0.043,0.432
4/3/2020 6:15:00 AM,0.050,0.041,0.430
4/3/2020 6:20:00 AM,0.054,0.044,0.432
4/3/2020 6:25:00 AM,0.047,0.039,0.431
4/3/2020 6:30:00 AM,0.057,0.047,0.431
4/3/2020 6:35:00 AM,0.050,0.041,0.432
4/3/2020 6:40:00 AM,0.052,0.043,0.432
4/3/2020 6:45:00 AM,0.050,0.041,0.431
4/3/2020 6:50:00 AM,0.053,0.044,0.432
4/3/2020 6:55:00 AM,0.048,0.040,0.431
4/3/2020 7:00:00 AM,0.048,0.040,0.432
4/3/2020 7:05:00 AM,0.060,0.049,0.432
4/3/2020 7:10:00 AM,0.001,0.001,0.431
4/3/2020 7:15:00 AM,0.011,0.009,0.432
4/3/2020 7:20:00 AM,0.047,0.039,0.431
4/3/2020 7:25:00 AM,0.052,0.043,0.431
4/3/2020 7:30:00 AM,0.056,0.046,0.432
4/3/2020 7:35:00 AM,0.000,0.000,0.431
